coin_name,current_price_usd,24h_high_usd,24h_low_usd,24h_trade_volume_usd,market_cap_usd,market_change_percentage_24h,market_rank,circulating_supply,total_supply,last_updated,retrieval_time,rolling_average,predicted_price,ds
Litecoin,64.42,65.1,63.64,413980043,4739700421,-0.06563,16,73562426.98,84000000,8/20/2023 16:32:01,8/20/2023 16:32:48,,,
Bitcoin,26066,26248,26024,8964046471,507499466213,-0.24849,1,19463043,21000000,8/20/2023 16:32:59,8/20/2023 16:33:10,,,
Litecoin,64.41,65.1,63.64,412778880,4739700421,-0.06563,16,73562426.98,84000000,8/20/2023 16:34:04,8/20/2023 16:34:25,,,
Litecoin,64.41,65.1,63.64,412778880,4739700421,-0.06563,16,73562426.98,84000000,8/20/2023 16:34:04,8/20/2023 16:34:49,,,
Litecoin,64.45,65.1,63.64,412944224,4739700421,-0.06563,16,73562426.98,84000000,8/20/2023 16:35:06,8/20/2023 16:36:03,,,
Litecoin,64.42,65.1,63.64,414617571,4739700421,-0.06563,16,73562426.98,84000000,8/20/2023 16:36:07,8/20/2023 16:36:27,,,
Ripple,0.538007,0.551415,0.515148,1319749370,28424321312,3.65373,5,52841868447,99988501123,8/20/2023 16:37:13,8/20/2023 16:38:16,,,
Bitcoin,26071,26248,26024,8865737899,507499466213,-0.24849,1,19463043,21000000,8/20/2023 16:38:06,8/20/2023 16:38:36,,,
Ethereum,1669.26,1692.84,1663.28,7903163134,200680666316,-0.68382,2,120211597,120211597,8/20/2023 16:37:22,8/20/2023 16:38:37,,,
Bitcoin,26071,26248,26024,8865737899,507499466213,-0.24849,1,19463043,21000000,8/20/2023 16:38:06,8/20/2023 16:39:03,,,
Bitcoin,26066,26248,26024,8942773103,507499466213,-0.24849,1,19463043,21000000,8/20/2023 16:38:57,8/20/2023 16:39:29,,,
Bitcoin,26066,26248,26024,8942773103,507499466213,-0.24849,1,19463043,21000000,8/20/2023 16:38:57,8/20/2023 16:40:18,,,
Ethereum,1668.88,1692.84,1663.28,7712239040,200680666316,-0.68382,2,120211597,120211597,8/20/2023 16:39:15,8/20/2023 16:40:19,,,
Ethereum,1668.68,1692.84,1663.28,7718556063,200680666316,-0.68382,2,120211597,120211597,8/20/2023 16:40:17,8/20/2023 16:40:44,,,
Litecoin,64.4,65.1,63.64,404234934,4737490119,-0.19693,16,73562426.98,84000000,8/20/2023 16:41:16,8/20/2023 16:42:01,,,
Ripple,0.536933,0.551415,0.515148,1316985600,28424321312,3.65373,5,52841868447,99988501123,8/20/2023 16:41:20,8/20/2023 16:42:02,,,
Ethereum,1668.61,1692.84,1663.28,7708935066,200589599811,-0.75852,2,120211597,120211597,8/20/2023 16:41:18,8/20/2023 16:42:24,,,
Litecoin,64.4,65.1,63.64,403671497,4737490119,-0.19693,16,73562426.98,84000000,8/20/2023 16:42:18,8/20/2023 16:43:17,,,
Ethereum,1668.14,1692.84,1663.28,7706043108,200589599811,-0.75852,2,120211597,120211597,8/20/2023 16:43:23,8/20/2023 16:43:41,,,
Litecoin,64.4,65.1,63.64,403671497,4737490119,-0.19693,16,73562426.98,84000000,8/20/2023 16:42:18,8/20/2023 16:43:44,,,
Ethereum,1668.14,1692.84,1663.28,7706043108,200589599811,-0.75852,2,120211597,120211597,8/20/2023 16:43:23,8/20/2023 16:44:18,,,
Ripple,0.536528,0.551415,0.515148,1317126055,28371397937,3.52289,5,52841868447,99988501123,8/20/2023 16:44:25,8/20/2023 16:45:24,,,
Litecoin,64.44,65.1,63.64,430958508,4740617665,0.68922,16,73562276.98,84000000,8/20/2023 15:44:00,8/20/2023 15:45:05,,,
Bitcoin,26069,26248,26024,8149362311,507463419251,0.16166,1,19462981,21000000,8/20/2023 15:43:39,8/20/2023 15:45:02,,,
Ethereum,1670.19,1692.84,1663.28,9012003443,200851644206,0.22465,2,120211597,120211597,8/20/2023 15:45:03,8/20/2023 15:45:55,,,
Litecoin,64.46,65.1,63.64,431684769,4740617665,0.68922,16,73562276.98,84000000,8/20/2023 15:46:03,8/20/2023 15:47:15,,,
Bitcoin,26074,26248,26024,4742394147,507463419251,0.16166,1,19462981,21000000,8/20/2023 15:46:45,8/20/2023 15:47:37,,,
Ethereum,1670.53,1692.84,1663.28,9006049279,200851644206,0.22465,2,120211597,120211597,8/20/2023 15:46:56,8/20/2023 15:48:04,,,
Bitcoin,26076,26248,26024,7793416549,507463419251,0.16166,1,19462981,21000000,8/20/2023 15:47:47,8/20/2023 15:48:53,,,
Ethereum,1670.69,1692.84,1663.28,8965264978,200851644206,0.22465,2,120211597,120211597,8/20/2023 15:47:57,8/20/2023 15:49:19,,,
Bitcoin,26074,26248,26024,9147532325,507463419251,0.16166,1,19462981,21000000,8/20/2023 15:48:48,8/20/2023 15:49:46,,,
Ethereum,1670.64,1692.84,1663.28,8960295422,200851644206,0.22465,2,120211597,120211597,8/20/2023 15:48:59,8/20/2023 15:49:46,,,
Bitcoin,26068,26248,26024,9084594117,507384136512,0.04181,1,19462981,21000000,8/20/2023 15:50:41,8/20/2023 15:51:06,,,
Litecoin,64.49,65.1,63.64,429384481,4745155264,0.57348,16,73562276.98,84000000,8/20/2023 15:51:02,8/20/2023 15:51:36,,,
Ethereum,1669.98,1692.84,1663.28,8858189335,200806448974,-0.0159,2,120211597,120211597,8/20/2023 15:53:05,8/20/2023 15:53:21,,,
Litecoin,64.45,65.1,63.64,425574889,4745155264,0.57348,16,73562276.98,84000000,8/20/2023 15:54:07,8/20/2023 15:54:13,,,
Ripple,0.538067,0.551415,0.515148,1373904896,28470221562,4.08275,5,52841868447,99988501123,8/20/2023 15:53:35,8/20/2023 15:54:14,,,
Ethereum,1669.46,1692.84,1663.28,8473374405,200806448974,-0.0159,2,120211597,120211597,8/20/2023 15:53:57,8/20/2023 15:54:37,,,
Bitcoin,26065,26248,26024,8098861019,507384136512,0.04181,1,19462981,21000000,8/20/2023 15:56:51,8/20/2023 15:57:16,,,
Ethereum,1669.54,1692.84,1663.28,8457383422,200806448974,-0.0159,2,120211597,120211597,8/20/2023 15:56:00,8/20/2023 15:57:17,,,
Ethereum,1669.11,1692.84,1663.28,8442436897,200806448974,-0.0159,2,120211597,120211597,8/20/2023 15:57:01,8/20/2023 15:57:44,,,
Ripple,0.538515,0.551415,0.515148,1367826951,28470221562,4.08275,5,52841868447,99988501123,8/20/2023 15:57:41,8/20/2023 15:57:47,,,
Bitcoin,26058,26248,26024,9393828419,507384136512,0.04181,1,19462981,21000000,8/20/2023 15:57:51,8/20/2023 15:58:08,,,
Ethereum,1669.31,1692.84,1663.28,8448515435,200806448974,-0.0159,2,120211597,120211597,8/20/2023 15:58:03,8/20/2023 15:58:10,,,
Litecoin,64.43,65.1,63.64,423696683,4745155264,0.57348,16,73562276.98,84000000,8/20/2023 15:57:12,8/20/2023 15:58:12,,,
Ethereum,1669.31,1692.84,1663.28,8448515435,200806448974,-0.0159,2,120211597,120211597,8/20/2023 15:58:03,8/20/2023 15:58:37,,,
Ethereum,1669.31,1692.84,1663.28,8448515435,200806448974,-0.0159,2,120211597,120211597,8/20/2023 15:58:03,8/20/2023 15:59:28,,,
Ripple,0.538669,0.551415,0.515148,1367908255,28470221562,4.08275,5,52841868447,99988501123,8/20/2023 15:59:44,8/20/2023 16:00:50,,,
Ethereum,1669.88,1692.84,1663.28,8412808820,200806448974,-0.0159,2,120211597,120211597,8/20/2023 16:01:08,8/20/2023 16:01:12,,,
Ripple,0.538667,0.551415,0.515148,1365914378,28470221562,4.08275,5,52841868447,99988501123,8/20/2023 16:00:47,8/20/2023 16:01:16,,,
Bitcoin,26077,26248,26024,9380807969,507384136512,0.04181,1,19462981,21000000,8/20/2023 16:00:46,8/20/2023 16:01:42,,,
Ethereum,1669.88,1692.84,1663.28,8412808820,200806448974,-0.0159,2,120211597,120211597,8/20/2023 16:01:08,8/20/2023 16:01:48,,,
Bitcoin,26075,26248,26024,9282118239,507558566477,-0.40394,1,19463025,21000000,8/20/2023 16:01:47,8/20/2023 16:02:37,,,
Ethereum,1669.68,1692.84,1663.28,8369308696,200722725617,-0.61017,2,120211597,120211597,8/20/2023 16:02:09,8/20/2023 16:02:38,,,
Bitcoin,26075,26248,26024,6590220056,507558566477,-0.40394,1,19463025,21000000,8/20/2023 16:02:49,8/20/2023 16:03:28,,,
Ripple,0.538272,0.551415,0.515148,1356226888,28459399317,3.36604,5,52841868447,99988501123,8/20/2023 16:02:49,8/20/2023 16:04:02,,,
Bitcoin,26075,26248,26024,7610129624,507558566477,-0.40394,1,19463025,21000000,8/20/2023 16:04:53,8/20/2023 16:05:18,,,
Ripple,0.538886,0.551415,0.515148,1347899811,28459399317,3.36604,5,52841868447,99988501123,8/20/2023 16:05:46,8/20/2023 16:06:13,,,
Litecoin,64.53,65.1,63.64,418050308,4740910384,-0.13782,16,73562301.98,84000000,8/20/2023 16:05:25,8/20/2023 16:06:36,,,
Ripple,0.537992,0.551415,0.515148,1342762586,28459399317,3.36604,5,52841868447,99988501123,8/20/2023 16:07:48,8/20/2023 16:08:00,,,
Bitcoin,26063,26248,26024,9194760702,507558566477,-0.40394,1,19463025,21000000,8/20/2023 16:07:48,8/20/2023 16:08:24,,,
Ethereum,1669.26,1692.84,1663.28,8328750707,200722725617,-0.61017,2,120211597,120211597,8/20/2023 16:09:07,8/20/2023 16:10:08,,,
Bitcoin,26072,26248,26024,7232767362,507558566477,-0.40394,1,19463025,21000000,8/20/2023 16:09:52,8/20/2023 16:10:55,,,
Ethereum,1669.19,1692.84,1663.28,8329766670,200722725617,-0.61017,2,120211597,120211597,8/20/2023 16:10:08,8/20/2023 16:10:57,,,
Ripple,0.538561,0.551415,0.515148,1335985269,28458205284,3.77147,5,52841868447,99988501123,8/20/2023 16:10:53,8/20/2023 16:11:00,,,
Ripple,0.538561,0.551415,0.515148,1335985269,28458205284,3.77147,5,52841868447,99988501123,8/20/2023 16:10:53,8/20/2023 16:11:29,,,
Ripple,0.538551,0.551415,0.515148,1334872061,28458205284,3.77147,5,52841868447,99988501123,8/20/2023 16:11:54,8/20/2023 16:13:12,,,
Ethereum,1668.53,1692.84,1663.28,8007759588,200656731195,-0.66251,2,120211597,120211597,8/20/2023 16:13:14,8/20/2023 16:13:58,,,
Ethereum,1668.55,1692.84,1663.28,7995767209,200656731195,-0.66251,2,120211597,120211597,8/20/2023 16:14:05,8/20/2023 16:14:23,,,
Ripple,0.538058,0.551415,0.515148,1331250956,28458205284,3.77147,5,52841868447,99988501123,8/20/2023 16:14:49,8/20/2023 16:15:13,,,
Litecoin,64.37,65.1,63.64,415638705,4738108482,-0.03107,16,73562339.48,84000000,8/20/2023 16:14:33,8/20/2023 16:15:37,,,
Litecoin,64.37,65.1,63.64,415563833,4738108482,-0.03107,16,73562339.48,84000000,8/20/2023 16:15:35,8/20/2023 16:16:04,,,
Ethereum,1668.51,1692.84,1663.28,7990700218,200656731195,-0.66251,2,120211597,120211597,8/20/2023 16:15:07,8/20/2023 16:16:29,,,
Ethereum,1668.52,1692.84,1663.28,7999007537,200656731195,-0.66251,2,120211597,120211597,8/20/2023 16:17:10,8/20/2023 16:17:20,,,
Ethereum,1669.2,1692.84,1663.28,8005712917,200656731195,-0.66251,2,120211597,120211597,8/20/2023 16:18:10,8/20/2023 16:18:34,,,
Litecoin,64.37,65.1,63.64,415630881,4738108482,-0.03107,16,73562339.48,84000000,8/20/2023 16:17:47,8/20/2023 16:19:05,,,
Bitcoin,26064,26248,26024,9101106398,507286779880,-0.36628,1,19463025,21000000,8/20/2023 16:19:57,8/20/2023 16:20:21,,,
Ethereum,1668.99,1692.84,1663.28,7990076374,200628951972,-0.78224,2,120211597,120211597,8/20/2023 16:20:13,8/20/2023 16:20:23,,,
Litecoin,64.4,65.1,63.64,415563557,4738108482,-0.03107,16,73562339.48,84000000,8/20/2023 16:19:50,8/20/2023 16:21:16,,,
Ethereum,1669.35,1692.84,1663.28,7956637806,200628951972,-0.78224,2,120211597,120211597,8/20/2023 16:22:18,8/20/2023 16:22:58,,,
Ethereum,1668.5,1692.84,1663.28,7930659600,200628951972,-0.78224,2,120211597,120211597,8/20/2023 16:25:13,8/20/2023 16:26:32,,,
Litecoin,64.4,65.1,63.64,415061289,4737112442,-0.05208,16,73562339.48,84000000,8/20/2023 16:26:00,8/20/2023 16:26:33,,,
Bitcoin,26060,26248,26024,8978108010,507286779880,-0.36628,1,19463025,21000000,8/20/2023 16:25:57,8/20/2023 16:26:55,,,
Bitcoin,26063,26248,26024,9017272431,507286779880,-0.36628,1,19463025,21000000,8/20/2023 16:26:58,8/20/2023 16:27:44,,,
Litecoin,64.42,65.1,63.64,415310183,4737112442,-0.05208,16,73562339.48,84000000,8/20/2023 16:27:02,8/20/2023 16:27:45,,,
Litecoin,64.42,65.1,63.64,415272455,4737112442,-0.05208,16,73562339.48,84000000,8/20/2023 16:27:54,8/20/2023 16:28:09,,,
Ripple,0.537778,0.551415,0.515148,1321172044,28413361070,3.60795,5,52841868447,99988501123,8/20/2023 16:28:10,8/20/2023 16:28:37,,,
Ethereum,1669.07,1692.84,1663.28,7924192861,200628951972,-0.78224,2,120211597,120211597,8/20/2023 16:29:20,8/20/2023 16:29:26,,,
Ethereum,1669.07,1692.84,1663.28,7924192861,200628951972,-0.78224,2,120211597,120211597,8/20/2023 16:29:20,8/20/2023 16:29:51,,,
Litecoin,64.42,65.1,63.64,414269080,4737112442,-0.05208,16,73562339.48,84000000,8/20/2023 16:29:57,8/20/2023 16:30:41,,,
Ethereum,1670.1,1692.84,1663.28,7928272735,200628951972,-0.78224,2,120211597,120211597,8/20/2023 16:30:11,8/20/2023 16:31:31,,,
Litecoin,64.43,65.1,63.64,414597560,4737112442,-0.05208,16,73562339.48,84000000,8/20/2023 16:31:00,8/20/2023 16:31:34,,,
Ethereum,1669.41,1692.84,1663.28,7931141328,200628951972,-0.78224,2,120211597,120211597,8/20/2023 16:31:13,8/20/2023 16:32:22,,,
Ripple,0.537834,0.551415,0.515148,1320494808,28424321312,3.65373,5,52841868447,99988501123,8/20/2023 16:32:05,8/20/2023 16:32:49,,,
Ethereum,1669,1692.84,1663.28,7907230764,200680666316,-0.68382,2,120211597,120211597,8/20/2023 16:33:16,8/20/2023 16:34:00,,,
Bitcoin,26066,26248,26024,8964046471,507499466213,-0.24849,1,19463043,21000000,8/20/2023 16:32:59,8/20/2023 16:34:23,,,
Ethereum,1669.02,1692.84,1663.28,7853095394,200680666316,-0.68382,2,120211597,120211597,8/20/2023 16:34:17,8/20/2023 16:35:13,,,
Ripple,0.538053,0.551415,0.515148,1319838135,28424321312,3.65373,5,52841868447,99988501123,8/20/2023 16:36:12,8/20/2023 16:36:28,,,
Ethereum,1669.35,1692.84,1663.28,7901177236,200680666316,-0.68382,2,120211597,120211597,8/20/2023 16:36:20,8/20/2023 16:36:50,,,
Bitcoin,26073,26248,26024,8990567956,507499466213,-0.24849,1,19463043,21000000,8/20/2023 16:37:04,8/20/2023 16:37:46,,,
Litecoin,64.43,65.1,63.64,404332829,4739700421,-0.06563,16,73562426.98,84000000,8/20/2023 16:38:10,8/20/2023 16:39:07,,,
Ethereum,1668.88,1692.84,1663.28,7712239040,200680666316,-0.68382,2,120211597,120211597,8/20/2023 16:39:15,8/20/2023 16:39:30,,,
Ripple,0.537338,0.551415,0.515148,1318310326,28424321312,3.65373,5,52841868447,99988501123,8/20/2023 16:39:17,8/20/2023 16:39:57,,,
Ripple,0.537081,0.551415,0.515148,1317025811,28424321312,3.65373,5,52841868447,99988501123,8/20/2023 16:40:19,8/20/2023 16:41:14,,,
Ethereum,1668.68,1692.84,1663.28,7718556063,200680666316,-0.68382,2,120211597,120211597,8/20/2023 16:40:17,8/20/2023 16:41:36,,,
Ethereum,1668.61,1692.84,1663.28,7708935066,200589599811,-0.75852,2,120211597,120211597,8/20/2023 16:41:18,8/20/2023 16:42:00,,,
Ethereum,1668.49,1692.84,1663.28,7707167896,200589599811,-0.75852,2,120211597,120211597,8/20/2023 16:42:19,8/20/2023 16:42:49,,,
Bitcoin,26056,26248,26024,7375463138,507326853482,-0.25951,1,19463043,21000000,8/20/2023 16:43:05,8/20/2023 16:43:14,,,
Ethereum,1668.49,1692.84,1663.28,7707167896,200589599811,-0.75852,2,120211597,120211597,8/20/2023 16:42:19,8/20/2023 16:43:15,,,
Ethereum,1669.41,1692.84,1663.28,7693813247,200589599811,-0.75852,2,120211597,120211597,8/20/2023 16:45:24,8/20/2023 16:46:12,,,
Bitcoin,26075,26248,26024,8904876935,507326853482,-0.25951,1,19463043,21000000,8/20/2023 16:45:59,8/20/2023 16:46:35,,,
Ethereum,1669.41,1692.84,1663.28,7693813247,200589599811,-0.75852,2,120211597,120211597,8/20/2023 16:45:24,8/20/2023 16:46:36,,,
Ethereum,1670.25,1692.84,1663.28,9012324684,200851644206,0.22465,2,120211597,120211597,8/20/2023 15:45:54,8/20/2023 15:46:22,,,
Bitcoin,26065,26248,26024,8687314330,507463419251,0.16166,1,19462981,21000000,8/20/2023 15:44:41,8/20/2023 15:45:28,,,
Ethereum,1670.25,1692.84,1663.28,9012324684,200851644206,0.22465,2,120211597,120211597,8/20/2023 15:45:54,8/20/2023 15:46:48,,,
Ethereum,1670.53,1692.84,1663.28,9006049279,200851644206,0.22465,2,120211597,120211597,8/20/2023 15:46:56,8/20/2023 15:47:38,,,
Ripple,0.539044,0.551415,0.515148,1387963060,28514102533,4.65119,5,52841868447,99988501123,8/20/2023 15:47:26,8/20/2023 15:48:07,,,
Bitcoin,26076,26248,26024,7793416549,507463419251,0.16166,1,19462981,21000000,8/20/2023 15:47:47,8/20/2023 15:48:29,,,
Ethereum,1670.69,1692.84,1663.28,8965264978,200851644206,0.22465,2,120211597,120211597,8/20/2023 15:47:57,8/20/2023 15:48:30,,,
Litecoin,64.48,65.1,63.64,431663009,4740617665,0.68922,16,73562276.98,84000000,8/20/2023 15:47:56,8/20/2023 15:48:55,,,
Ripple,0.539168,0.551415,0.515148,1386968381,28514102533,4.65119,5,52841868447,99988501123,8/20/2023 15:48:26,8/20/2023 15:49:24,,,
Litecoin,64.51,65.1,63.64,430724447,4740617665,0.68922,16,73562276.98,84000000,8/20/2023 15:48:58,8/20/2023 15:49:48,,,
Bitcoin,26070,26248,26024,9321276368,507463419251,0.16166,1,19462981,21000000,8/20/2023 15:49:49,8/20/2023 15:50:11,,,
Ripple,0.539115,0.551415,0.515148,1384819977,28514102533,4.65119,5,52841868447,99988501123,8/20/2023 15:49:29,8/20/2023 15:50:15,,,
Ripple,0.538811,0.551415,0.515148,1378617797,28514102533,4.65119,5,52841868447,99988501123,8/20/2023 15:50:31,8/20/2023 15:51:11,,,
Ripple,0.538655,0.551415,0.515148,1379838787,28470221562,4.08275,5,52841868447,99988501123,8/20/2023 15:51:33,8/20/2023 15:52:04,,,
Ethereum,1670.2,1692.84,1663.28,8869431374,200806448974,-0.0159,2,120211597,120211597,8/20/2023 15:51:02,8/20/2023 15:52:26,,,
Ripple,0.538655,0.551415,0.515148,1379838787,28470221562,4.08275,5,52841868447,99988501123,8/20/2023 15:51:33,8/20/2023 15:52:30,,,
Bitcoin,26062,26248,26024,9124190466,507384136512,0.04181,1,19462981,21000000,8/20/2023 15:52:44,8/20/2023 15:53:19,,,
Ripple,0.538381,0.551415,0.515148,1375674371,28470221562,4.08275,5,52841868447,99988501123,8/20/2023 15:52:33,8/20/2023 15:53:23,,,
Bitcoin,26062,26248,26024,9124190466,507384136512,0.04181,1,19462981,21000000,8/20/2023 15:52:44,8/20/2023 15:53:45,,,
Ethereum,1669.98,1692.84,1663.28,8858189335,200806448974,-0.0159,2,120211597,120211597,8/20/2023 15:53:05,8/20/2023 15:53:46,,,
